# _tick,_time,train_seconds,success_rate,meta_entropy,hks_loss,step,mean_episode_return,mean_episode_step,total_loss,entropy_loss,pg_loss,baseline_loss,learner_queue_size
14,1698496839.7639217,400.6,0.0,tensor(1.3839),0.3639439046382904,38400,-0.003748201997950673,14.388280868530273,-10.02742862701416,-4.008100509643555,-15.888435363769531,1.0113892555236816,32
15,1698496861.1751173,420.6,0.0,tensor(1.3836),0.23966793715953827,40960,-0.003790210234001279,14.823827743530273,4.9503865242004395,-4.093057155609131,5.582271575927734,2.0251779556274414,32
16,1698496882.9050262,440.7,0.0,tensor(1.3840),0.10839726030826569,43520,-0.0038646620232611895,14.975781440734863,-100.02239990234375,-4.0509352684021,-101.81494140625,1.628646969795227,32
17,1698496904.5041604,465.7,0.0,tensor(1.3845),0.05948885157704353,46080,-0.0034184399992227554,15.216405868530273,88.08336639404297,-4.082366466522217,86.29418182373047,4.0339860916137695,32
18,1698496925.931698,485.7,0.0,tensor(1.3849),0.06497258692979813,48640,-0.0033115940168499947,14.952343940734863,-77.56897735595703,-4.066044330596924,-78.52769470214844,1.9069240093231201,32
19,1698496947.6802127,505.8,0.0,tensor(1.3853),0.04336261749267578,51200,-0.0028380281291902065,12.424219131469727,113.70520782470703,-4.085428237915039,113.01505279541016,3.0117673873901367,32
20,1698496969.5293114,530.9,0.0,tensor(1.3853),0.04135114327073097,53760,-0.0029271524399518967,12.321874618530273,-51.402626037597656,-4.084681987762451,-51.649688720703125,2.4909749031066895,32
21,1698496993.6190612,550.9,0.0,tensor(1.3854),0.019322043284773827,56320,-0.0033478261902928352,13.192968368530273,0.9184550046920776,-4.074880123138428,-0.37059760093688965,2.8920388221740723,32
22,1698497018.8809152,580.9,0.0,tensor(1.3857),0.030640656128525734,58880,-0.002862069057300687,13.807031631469727,26.268352508544922,-4.070886611938477,24.933279037475586,2.7434844970703125,32
23,1698497040.573484,601.0,0.0,tensor(1.3858),0.04005494713783264,61440,-0.0026621620636433363,11.916796684265137,-44.31898880004883,-4.064357280731201,-46.06491470336914,2.6261332035064697,32
24,1698497061.6364946,621.0,0.0,tensor(1.3861),0.0313289649784565,64000,-0.0031197185162454844,14.062108993530273,26.25040626525879,-4.079111099243164,24.749736785888672,3.3630270957946777,32
25,1698497082.8173356,641.1,0.0,tensor(1.3861),0.03719477728009224,66560,-0.0030681821517646313,13.338281631469727,-6.687056064605713,-4.069680213928223,-8.098756790161133,2.3761630058288574,32
26,1698497104.224174,666.1,0.0,tensor(1.3861),0.02320096641778946,69120,-0.0031617647036910057,13.486328125,-31.97410774230957,-4.072220325469971,-33.636695861816406,2.923095703125,32
27,1698497125.4864717,686.1,0.0,tensor(1.3862),0.02507687918841839,71680,-0.003268907545134425,17.106250762939453,-6.439693927764893,-4.059959411621094,-9.59068775177002,3.358872175216675,32
28,1698497146.9636505,706.2,0.0,tensor(1.3862),0.032784994691610336,74240,-0.0032790699042379856,14.067968368530273,-8.080835342407227,-4.061216831207275,-11.241801261901855,3.551103115081787,32
29,1698497168.50781,726.2,0.0,tensor(1.3862),0.03610421344637871,76800,-0.0032537314109504223,13.658203125,13.925658226013184,-4.049009799957275,10.499871253967285,2.7739133834838867,32
30,1698497190.1498601,751.3,0.0,tensor(1.3862),0.04342944547533989,79360,-0.0033153847325593233,15.245702743530273,-35.74336624145508,-4.051891803741455,-39.54381561279297,3.337015390396118,32
31,1698497211.1934361,771.3,0.0,tensor(1.3862),0.03878103941679001,81920,-0.002818840788677335,13.959765434265137,64.83724212646484,-4.055501461029053,61.58354568481445,3.1069858074188232,32
32,1698497233.030505,791.4,0.0,tensor(1.3862),0.045151714235544205,84480,-0.0028321167919784784,12.653515815734863,-34.25983428955078,-4.060679912567139,-36.83959197998047,2.9886960983276367,32
33,1698497254.5168982,816.4,0.0,tensor(1.3862),0.04086248204112053,87040,-0.0028098593465983868,14.712109565734863,-4.9816365242004395,-4.059715747833252,-8.953460693359375,4.2684454917907715,32
34,1698497276.751527,836.4,0.0,tensor(1.3862),0.04235950857400894,89600,-0.0027379312086850405,13.151562690734863,57.943477630615234,-4.060173988342285,55.8283576965332,2.3620169162750244,32
35,1698497298.8635838,856.5,0.0,tensor(1.3862),0.044086143374443054,92160,-0.002920529805123806,13.346094131469727,-10.222904205322266,-4.063084602355957,-12.20600700378418,2.4708023071289062,32
36,1698497320.8106503,881.5,0.0,tensor(1.3862),0.03934859111905098,94720,-0.0027933334931731224,13.93359375,-15.178390502929688,-4.065196514129639,-17.491315841674805,3.017676830291748,32
37,1698497343.2738907,901.6,0.0,tensor(1.3862),0.037700120359659195,97280,-0.003409722587093711,12.714452743530273,-15.163966178894043,-4.063144683837891,-17.37228012084961,2.706787109375,32
38,1698497365.3716965,926.6,0.0,tensor(1.3862),0.035960838198661804,99840,-0.0024893619120121002,13.185546875,-9.878669738769531,-4.065070629119873,-11.828069686889648,2.6088008880615234,32
39,1698497387.9185116,946.6,0.0,tensor(1.3862),0.035215772688388824,102400,-0.0027007299941033125,12.885937690734863,-13.287710189819336,-4.064519882202148,-15.520859718322754,2.8611130714416504,32
40,1698497403.040946,951.6,0.0,tensor(1.3862),0.034817177802324295,104960,-0.0032173916697502136,14.206640243530273,-53.766204833984375,-4.063205242156982,-58.10757064819336,4.860828399658203,0
