# _tick,_time,train_seconds,success_rate,meta_entropy,hks_loss,step,mean_episode_return,mean_episode_step,total_loss,entropy_loss,pg_loss,baseline_loss,learner_queue_size
0,1698487745.8933427,85.1,0.0,tensor(1.3849),44.857242584228516,2560,-0.005059702321887016,20.314062118530273,-463.9349365234375,-4.11878776550293,-528.0199584960938,21.51233673095703,32
1,1698487764.613329,105.1,0.0,tensor(1.3849),251.27581787109375,5120,-0.004428571555763483,16.710155487060547,59.9720458984375,-4.11649751663208,-196.31161499023438,7.4350504875183105,32
2,1698487783.6493323,125.2,0.0,tensor(1.3849),607.7116088867188,7680,-0.006308823823928833,21.161327362060547,472.97894287109375,-4.101338863372803,-149.35841369628906,11.83713436126709,32
3,1698487802.8321986,145.2,0.0,tensor(1.3849),5296.55078125,10240,-0.005395062267780304,18.11328125,5620.3583984375,-4.084644317626953,294.007568359375,27.3381290435791,32
4,1698487821.6356108,160.2,0.0,tensor(1.3844),30.41863250732422,12800,-0.005561643745750189,18.631250381469727,-280.44561767578125,-4.117922782897949,-317.1328125,8.832084655761719,32
5,1698487840.5634007,180.2,0.0,tensor(1.3788),95.81099700927734,15360,-0.006602941546589136,22.810546875,174.6669921875,-4.104763031005859,71.91123962402344,8.613917350769043,32
6,1698487859.415727,200.3,0.0,tensor(1.3762),879.6182861328125,17920,-0.005691357888281345,20.939062118530273,674.890380859375,-4.118066787719727,-208.28973388671875,7.012768745422363,32
7,1698487878.0985272,220.3,0.0,tensor(1.3693),21.35377311706543,20480,-0.00655172485858202,21.990625381469727,-211.70680236816406,-4.118778228759766,-239.98744201660156,9.696245193481445,32
8,1698487896.8810945,235.3,0.0,tensor(1.3610),61.46189880371094,23040,-0.008708333596587181,24.854297637939453,-164.77865600585938,-4.119221210479736,-228.9390869140625,5.986601829528809,32
9,1698487915.8146317,255.3,0.0,tensor(1.3617),6.2349934577941895,25600,-0.006724138278514147,23.432811737060547,-191.9164581298828,-4.118969917297363,-200.68505859375,5.471273899078369,32
10,1698487934.7285578,275.4,0.0,tensor(1.3703),51.962520599365234,28160,-0.008035714738070965,24.690624237060547,1.509552001953125,-4.11627721786499,-52.00688934326172,4.66090202331543,32
11,1698487953.6390538,295.4,0.0,tensor(1.3602),7.635781288146973,30720,-0.0069878059439361095,27.239843368530273,-69.4720230102539,-4.11712646484375,-78.84400939941406,4.761282444000244,32
12,1698487972.3746567,310.5,0.0,tensor(1.3666),6.385420799255371,33280,-0.006613636389374733,22.806640625,-105.00933837890625,-4.117453098297119,-114.3620376586914,6.332045555114746,32
13,1698487991.0652587,330.5,0.0,tensor(1.3786),5.873251438140869,35840,-0.0064130439423024654,20.995702743530273,-75.76557159423828,-4.1171674728393555,-83.17680358886719,4.896089553833008,32
14,1698488009.916939,350.5,0.0,tensor(1.3627),16.08559226989746,38400,-0.010608106851577759,29.0859375,-16.79157066345215,-4.115340232849121,-34.78072738647461,5.55204963684082,32
15,1698488028.8838036,370.5,0.0,tensor(1.3776),3.3617827892303467,40960,-0.007536082994192839,23.048828125,-83.73442840576172,-4.116476535797119,-89.81482696533203,6.1619648933410645,32
16,1698488047.5932977,385.6,0.0,tensor(1.3825),5.400110721588135,43520,-0.006966667249798775,22.669139862060547,12.160304069519043,-4.113183975219727,4.9862895011901855,5.192795753479004,32
17,1698488066.4875834,405.6,0.0,tensor(1.3781),4.46893310546875,46080,-0.007243902422487736,24.053516387939453,-45.82973861694336,-4.113763809204102,-51.751338958740234,4.937913417816162,32
18,1698488085.1707,425.6,0.0,tensor(1.3796),2.7381749153137207,48640,-0.006877778563648462,22.467187881469727,-24.79359245300293,-4.112282752990723,-30.26956558227539,6.127589225769043,32
19,1698488103.9448984,445.6,0.0,tensor(1.3838),2.9011476039886475,51200,-0.006929412484169006,24.555469512939453,29.95659065246582,-4.1099958419799805,24.757740020751953,5.6180548667907715,32
20,1698488122.760765,460.7,0.0,tensor(1.3843),1.5600833892822266,53760,-0.006490000057965517,21.411327362060547,29.25931167602539,-4.109020709991455,26.225082397460938,4.737923622131348,32
21,1698488141.4361188,480.7,0.0,tensor(1.3831),1.7606250047683716,56320,-0.004572649952024221,16.022266387939453,81.324951171875,-4.106563568115234,78.092529296875,4.65828800201416,32
22,1698488160.0079396,500.8,0.0,tensor(1.3836),1.2527313232421875,58880,-0.005921568721532822,19.753515243530273,-2.3906164169311523,-4.106342315673828,-4.744914531707764,4.287668704986572,32
23,1698488178.7654054,520.8,0.0,tensor(1.3826),1.7902491092681885,61440,-0.0058510638773441315,20.752344131469727,-11.168231964111328,-4.10352087020874,-14.523127555847168,4.624981880187988,32
24,1698488197.4331558,535.8,0.0,tensor(1.3851),1.8924413919448853,64000,-0.005350516177713871,20.577342987060547,21.559133529663086,-4.1020708084106445,18.260005950927734,4.404551982879639,32
25,1698488215.946776,555.8,0.0,tensor(1.3855),1.9566987752914429,66560,-0.004831858444958925,18.403905868530273,49.39350509643555,-4.099109649658203,46.17477798461914,4.052990913391113,32
26,1698488234.5049198,575.9,0.0,tensor(1.3859),0.8407618999481201,69120,-0.006036585662513971,25.231250762939453,-87.9969482421875,-4.098898887634277,-92.71829223632812,6.685861587524414,32
27,1698488252.9096296,590.9,0.0,tensor(1.3858),1.201694130897522,71680,-0.005026548635214567,17.437891006469727,83.40184783935547,-4.08915901184082,79.7009506225586,4.609387397766113,32
28,1698488271.2782252,611.0,0.0,tensor(1.3856),0.8781912922859192,74240,-0.004763158969581127,18.822265625,64.02283477783203,-4.092254638671875,61.36339569091797,4.137673377990723,32
29,1698488290.1238923,631.0,0.0,tensor(1.3862),0.5591875910758972,76800,-0.0055142855271697044,18.94140625,10.87510871887207,-4.089979648590088,8.549768447875977,3.9783289432525635,32
30,1698488308.9841518,651.1,0.0,tensor(1.3862),0.9184101819992065,79360,-0.005000000353902578,20.763280868530273,17.65006446838379,-4.089253902435303,14.521078109741211,4.407748222351074,32
31,1698488327.7387369,666.1,0.0,tensor(1.3862),0.3224492073059082,81920,-0.004196428693830967,18.739843368530273,7.764977931976318,-4.086754322052002,4.506994724273682,4.945265293121338,32
32,1698488346.1641138,686.1,0.0,tensor(1.3840),0.705432653427124,84480,-0.0045384615659713745,19.020702362060547,37.685516357421875,-4.082322597503662,35.51162338256836,3.1719348430633545,32
33,1698488364.47347,706.1,0.0,tensor(1.3862),0.3864903748035431,87040,-0.004333333112299442,19.630077362060547,17.705106735229492,-4.081634998321533,15.519388198852539,3.4663033485412598,32
34,1698488382.8075883,721.1,0.0,tensor(1.3863),0.5334213972091675,89600,-0.0038984373677521944,16.59765625,34.16945266723633,-4.083247184753418,32.043914794921875,3.4114556312561035,32
35,1698488401.0914402,741.2,0.0,tensor(1.3863),0.18183937668800354,92160,-0.003818181809037924,14.37109375,8.04252815246582,-4.082317352294922,5.858406066894531,3.750532388687134,32
36,1698488419.0569527,761.2,0.0,tensor(1.3863),0.5448291301727295,94720,-0.003692307975143194,14.274218559265137,17.796436309814453,-4.079142093658447,14.689390182495117,4.088054656982422,32
37,1698488437.1574318,776.2,0.0,tensor(1.3863),0.2778613269329071,97280,-0.003708955366164446,15.378515243530273,36.66311264038086,-4.076768398284912,34.76091766357422,2.969520330429077,32
38,1698488455.0236723,796.2,0.0,tensor(1.3863),0.13651752471923828,99840,-0.004016393329948187,16.417186737060547,-9.233830451965332,-4.076110363006592,-11.793726921081543,3.7415597438812256,32
39,1698488472.8231928,811.2,0.0,tensor(1.3863),0.15061768889427185,102400,-0.003261538688093424,13.793359756469727,21.650577545166016,-4.076026439666748,19.8049373626709,3.005903720855713,32
40,1698488484.6220758,816.3,0.0,tensor(1.3863),0.1525975465774536,104960,-0.0032013889867812395,13.414453506469727,29.356870651245117,-4.0763397216796875,28.06629180908203,2.4798381328582764,0
