# _tick,_time,train_seconds,success_rate,meta_entropy,hks_loss,step,mean_episode_return,mean_episode_step,total_loss,entropy_loss,pg_loss,baseline_loss,learner_queue_size
16,1698498322.2663429,435.8,0.0,tensor(1.3849),0.023807769641280174,43520,-0.0037350428756326437,15.672266006469727,24.214658737182617,-4.08114767074585,23.767620086669922,2.5623507499694824,32
17,1698498343.4194205,455.8,0.0,tensor(1.3855),0.009724417701363564,46080,-0.003897810587659478,15.306249618530273,-54.840606689453125,-4.081088542938232,-55.5582160949707,2.906421184539795,32
18,1698498364.351596,475.9,0.0,tensor(1.3858),0.029438134282827377,48640,-0.0036260164342820644,17.105077743530273,37.7833251953125,-4.073431015014648,35.605926513671875,3.6332147121429443,32
19,1698498385.3563223,495.9,0.0,tensor(1.3857),0.01756284385919571,51200,-0.00290780165232718,12.345703125,-24.248271942138672,-4.056610107421875,-25.773536682128906,1.5802210569381714,32
20,1698498406.79521,516.0,0.0,tensor(1.3857),0.017918679863214493,53760,-0.0035517243668437004,14.437108993530273,2.6622328758239746,-4.088358402252197,2.515993356704712,2.7126779556274414,32
21,1698498427.9210348,541.1,0.0,tensor(1.3861),0.03168053179979324,56320,-0.0030434781219810247,13.803906440734863,19.088539123535156,-4.063295841217041,17.6727294921875,2.15301513671875,32
22,1698498449.151298,561.1,0.0,tensor(1.3862),0.01743432506918907,58880,-0.0034274195786565542,15.109766006469727,-111.62860870361328,-4.0793657302856445,-113.98426818847656,4.276498317718506,32
23,1698498470.1322777,581.2,0.0,tensor(1.3862),0.026130739599466324,61440,-0.0032553193159401417,13.657031059265137,84.76416015625,-4.0728020668029785,82.51785278320312,3.5310230255126953,32
24,1698498491.2299662,601.2,0.0,tensor(1.3863),0.018485795706510544,64000,-0.003719697007909417,14.506640434265137,-68.97394561767578,-4.065764427185059,-71.74137115478516,3.5703070163726807,32
25,1698498512.7713034,626.3,0.0,tensor(1.3863),0.025340309366583824,66560,-0.003596899099647999,16.625,26.032434463500977,-4.067301273345947,21.914630889892578,4.9897356033325195,32
26,1698498533.9515436,646.3,0.0,tensor(1.3863),0.028415853157639503,69120,-0.0034836067352443933,15.365234375,4.530669689178467,-4.054705619812012,1.2341680526733398,2.997445583343506,32
27,1698498555.7099388,666.4,0.0,tensor(1.3863),0.02569521963596344,71680,-0.0034090913832187653,15.083593368530273,22.622058868408203,-4.061408519744873,20.32459831237793,2.5786149501800537,32
28,1698498577.5138073,691.4,0.0,tensor(1.3862),0.023435493931174278,74240,-0.0030507247429341078,13.955078125,-29.938867568969727,-4.061639785766602,-32.754241943359375,3.0934884548187256,32
29,1698498599.1848836,711.4,0.0,tensor(1.3862),0.033369243144989014,76800,-0.0030149256344884634,13.717968940734863,58.79789733886719,-4.063869953155518,56.23785400390625,3.0355987548828125,32
30,1698498620.9040537,731.5,0.0,tensor(1.3862),0.018085988238453865,79360,-0.003297297516837716,12.286328315734863,-53.639644622802734,-4.070043087005615,-55.830204010009766,3.234694719314575,32
31,1698498642.573189,756.5,0.0,tensor(1.3862),0.026712166145443916,81920,-0.0031353384256362915,15.289453506469727,-18.58064842224121,-4.064154148101807,-22.024917602539062,3.972757339477539,32
32,1698498664.7907045,776.6,0.0,tensor(1.3862),0.03374449536204338,84480,-0.0031521739438176155,13.935937881469727,69.12116241455078,-4.057262420654297,66.21298217773438,2.792292594909668,32
33,1698498687.4323046,801.6,0.0,tensor(1.3862),0.024592939764261246,87040,-0.0029726028442382812,13.421093940734863,-11.281546592712402,-4.064756870269775,-13.680665016174316,2.907693862915039,32
34,1698498708.8716857,821.6,0.0,tensor(1.3862),0.026375437155365944,89600,-0.0028657722286880016,13.067578315734863,40.41999816894531,-4.065586566925049,38.70079040527344,2.307859420776367,32
35,1698498730.8544624,841.7,0.0,tensor(1.3862),0.022955864667892456,92160,-0.003149253549054265,14.814844131469727,-29.0087947845459,-4.067910671234131,-30.862449645996094,2.6700589656829834,32
36,1698498752.5940201,866.7,0.0,tensor(1.3862),0.025443457067012787,94720,-0.0031259257812052965,15.109375,-53.33808898925781,-4.067288875579834,-56.9842529296875,4.417945861816406,32
37,1698498774.1161954,886.7,0.0,tensor(1.3862),0.030702274292707443,97280,-0.0029574467334896326,14.275781631469727,18.10588264465332,-4.062932014465332,15.106432914733887,3.369372606277466,32
38,1698498795.301056,906.7,0.0,tensor(1.3862),0.02922554314136505,99840,-0.0027793103363364935,12.558202743530273,42.830528259277344,-4.063259601593018,40.80644226074219,2.4215595722198486,32
39,1698498816.6574419,926.8,0.0,tensor(1.3862),0.02707401104271412,102400,-0.002389610279351473,12.390233993530273,39.74515151977539,-4.064544200897217,37.38511657714844,2.876096725463867,32
40,1698498831.931507,931.8,0.0,tensor(1.3862),0.025962574407458305,104960,-0.0026201552245765924,13.596094131469727,4.395401954650879,-4.065912246704102,1.9868078231811523,3.047520637512207,0
